ID,Ath_besthit,Araport11_defline
HORVU.MOREX.r2.1HG0008080.1,AT4G23470,PLAC8 family protein
HORVU.MOREX.r2.1HG0008100.1,AT2G37330,aluminum sensitive 3
HORVU.MOREX.r2.1HG0008110.1,AT4G25225,transmembrane protein
HORVU.MOREX.r2.1HG0008120.1,AT5G54590,Protein kinase superfamily protein
HORVU.MOREX.r2.1HG0008170.1,AT4G10603,S locus-related glycoprotein 1 (SLR1) binding pollen coat protein family
HORVU.MOREX.r2.1HG0008180.1,AT1G56670,GDSL-like Lipase/Acylhydrolase superfamily protein
HORVU.MOREX.r2.1HG0008200.1,AT1G01690,putative recombination initiation defects 3
HORVU.MOREX.r2.1HG0008260.1,AT5G39110,RmlC-like cupins superfamily protein
HORVU.MOREX.r2.1HG0008270.1,AT1G80570,RNI-like superfamily protein
HORVU.MOREX.r2.1HG0008310.1,AT3G48360,BTB and TAZ domain protein 2
HORVU.MOREX.r2.1HG0008320.1,AT5G59560,sensitivity to red light reduced protein (SRR1)
HORVU.MOREX.r2.1HG0008330.1,AT3G45830,nuclear factor kappa-B-binding-like protein
HORVU.MOREX.r2.1HG0008340.1,AT3G45850,P-loop containing nucleoside triphosphate hydrolases superfamily protein
HORVU.MOREX.r2.1HG0008370.1,AT1G62670,rna processing factor 2
HORVU.MOREX.r2.1HG0008380.1,AT5G02250,Ribonuclease II/R family protein
HORVU.MOREX.r2.1HG0008410.1,AT4G31130,keratin-associated protein (DUF1218)
HORVU.MOREX.r2.1HG0008420.1,AT5G12130,integral membrane TerC family protein
HORVU.MOREX.r2.1HG0008430.1,AT1G72050,transcription factor IIIA
HORVU.MOREX.r2.1HG0008440.1,AT1G27900,RNA helicase family protein
HORVU.MOREX.r2.1HG0008450.1,AT1G63130,Tetratricopeptide repeat (TPR)-like superfamily protein
HORVU.MOREX.r2.1HG0008510.1,AT1G63130,Tetratricopeptide repeat (TPR)-like superfamily protein
HORVU.MOREX.r2.1HG0008540.1,ATMG00860,DNA/RNA polymerases superfamily protein
HORVU.MOREX.r2.1HG0008580.1,AT1G63130,Tetratricopeptide repeat (TPR)-like superfamily protein
HORVU.MOREX.r2.1HG0008590.1,AT2G23900,Pectin lyase-like superfamily protein
HORVU.MOREX.r2.1HG0008630.1,AT1G62670,rna processing factor 2
HORVU.MOREX.r2.1HG0008650.1,AT1G63130,Tetratricopeptide repeat (TPR)-like superfamily protein
HORVU.MOREX.r2.1HG0008660.1,AT1G77730,Pleckstrin homology (PH) domain superfamily protein
HORVU.MOREX.r2.1HG0008710.1,AT1G62670,rna processing factor 2
HORVU.MOREX.r2.1HG0008730.1,AT1G62670,rna processing factor 2
HORVU.MOREX.r2.1HG0008740.1,AT5G47490,RGPR-like protein
HORVU.MOREX.r2.1HG0008750.1,AT1G01960,SEC7-like guanine nucleotide exchange family protein
HORVU.MOREX.r2.1HG0008760.1,AT1G62670,rna processing factor 2
HORVU.MOREX.r2.1HG0008770.1,AT1G12700,RNA processing FACTOR
HORVU.MOREX.r2.1HG0008780.1,AT3G50440,methylesterase
HORVU.MOREX.r2.1HG0008790.1,AT2G20680,Glycosyl hydrolase superfamily protein
HORVU.MOREX.r2.1HG0008810.1,AT1G63130,Tetratricopeptide repeat (TPR)-like superfamily protein
HORVU.MOREX.r2.1HG0008830.1,AT4G21520,Transducin/WD40 repeat-like superfamily protein
HORVU.MOREX.r2.1HG0008840.1,AT1G62670,rna processing factor 2
HORVU.MOREX.r2.1HG0008850.1,AT1G11950,Transcription factor jumonji (jmjC) domain-containing protein
HORVU.MOREX.r2.1HG0008870.1,AT3G49290,ABL interactor-like protein 2
HORVU.MOREX.r2.1HG0008920.1,AT5G43513,Putative membrane lipoprotein
HORVU.MOREX.r2.1HG0008930.1,AT1G19160,F-box family protein
HORVU.MOREX.r2.1HG0008940.1,AT5G57900,SKP1 interacting partner 1
HORVU.MOREX.r2.1HG0008950.1,AT2G36310,uridine-ribohydrolase 1
HORVU.MOREX.r2.1HG0009030.1,AT1G22850,SNARE associated Golgi protein family
HORVU.MOREX.r2.1HG0009050.1,AT1G58290,Glutamyl-tRNA reductase family protein
HORVU.MOREX.r2.1HG0009110.1,AT5G07610,F-box family protein
HORVU.MOREX.r2.1HG0009170.1,AT2G32800,protein kinase family protein
HORVU.MOREX.r2.1HG0009180.1,AT3G07040,NB-ARC domain-containing disease resistance protein
HORVU.MOREX.r2.1HG0009190.1,AT2G32800,protein kinase family protein
HORVU.MOREX.r2.1HG0009210.1,AT2G47800,multidrug resistance-associated protein 4
HORVU.MOREX.r2.1HG0009230.1,AT2G13770,nuclease
HORVU.MOREX.r2.1HG0009240.1,AT5G13510,Ribosomal protein L10 family protein
HORVU.MOREX.r2.1HG0009250.1,AT2G28550,related to AP2.7
HORVU.MOREX.r2.1HG0009310.1,AT2G28560,DNA repair (Rad51) family protein
HORVU.MOREX.r2.1HG0009320.1,AT3G53320,mediator of RNA polymerase II transcription subunit-like protein
HORVU.MOREX.r2.1HG0009330.1,AT3G11320,Nucleotide-sugar transporter family protein
HORVU.MOREX.r2.1HG0009340.1,AT4G29570,Cytidine/deoxycytidylate deaminase family protein
HORVU.MOREX.r2.1HG0009400.1,AT1G21230,wall associated kinase 5
HORVU.MOREX.r2.1HG0009410.1,AT2G38870,"Serine protease inhibitor, potato inhibitor I-type family protein"
HORVU.MOREX.r2.1HG0009440.1,AT2G38870,"Serine protease inhibitor, potato inhibitor I-type family protein"
HORVU.MOREX.r2.1HG0009480.1,AT4G23160,cysteine-rich RECEPTOR-like kinase
HORVU.MOREX.r2.1HG0009540.1,AT2G21370,xylulose kinase-1
HORVU.MOREX.r2.1HG0009580.1,AT3G46530,NB-ARC domain-containing disease resistance protein
HORVU.MOREX.r2.1HG0009630.1,AT3G10960,AZA-guanine resistant1
HORVU.MOREX.r2.1HG0009710.1,AT5G58170,SHV3-like 5
HORVU.MOREX.r2.1HG0009730.1,AT4G13970,zinc ion binding protein
HORVU.MOREX.r2.1HG0009740.1,AT5G02880,ubiquitin-protein ligase 4
HORVU.MOREX.r2.1HG0009760.1,AT3G09670,Tudor/PWWP/MBT superfamily protein
HORVU.MOREX.r2.1HG0009790.1,,
HORVU.MOREX.r2.1HG0009910.1,AT1G08750,Peptidase C13 family
HORVU.MOREX.r2.1HG0009920.1,AT5G41980,nuclease
HORVU.MOREX.r2.1HG0009940.1,AT2G37080,ROP interactive partner 3
HORVU.MOREX.r2.1HG0009950.1,AT2G37990,ribosome biogenesis regulatory protein (RRS1) family protein
HORVU.MOREX.r2.1HG0009970.1,AT5G62800,Protein with RING/U-box and TRAF-like domain
HORVU.MOREX.r2.1HG0010080.1,AT2G36970,UDP-Glycosyltransferase superfamily protein
HORVU.MOREX.r2.1HG0010090.1,AT3G45600,tetraspanin3
HORVU.MOREX.r2.1HG0010170.1,AT3G11470,4'-phosphopantetheinyl transferase superfamily
HORVU.MOREX.r2.1HG0010190.1,AT1G48720,Copia-like polyprotein/retrotransposon
HORVU.MOREX.r2.1HG0010290.1,AT3G21865,peroxin 22
HORVU.MOREX.r2.1HG0010380.1,AT3G24515,ubiquitin-conjugating enzyme 37
HORVU.MOREX.r2.1HG0010390.1,AT1G68730,Zim17-type zinc finger protein
HORVU.MOREX.r2.1HG0010400.1,AT4G13870,Werner syndrome-like exonuclease
HORVU.MOREX.r2.1HG0010410.1,AT4G12560,F-box and associated interaction domains-containing protein
HORVU.MOREX.r2.1HG0010490.1,AT5G04590,sulfite reductase
HORVU.MOREX.r2.1HG0010500.1,AT2G37090,Nucleotide-diphospho-sugar transferases superfamily protein
HORVU.MOREX.r2.1HG0010520.1,AT5G03040,IQ-domain 2
HORVU.MOREX.r2.1HG0010610.1,AT1G01430,TRICHOME BIREFRINGENCE-LIKE 25
HORVU.MOREX.r2.1HG0010630.1,AT5G50850,Transketolase family protein
HORVU.MOREX.r2.1HG0010640.1,AT2G36240,pentatricopeptide (PPR) repeat-containing protein
HORVU.MOREX.r2.1HG0010660.1,AT3G14610,"cytochrome P450, family 72, subfamily A, polypeptide 7"
HORVU.MOREX.r2.1HG0010670.1,AT1G79860,RHO guanyl-nucleotide exchange factor 12
HORVU.MOREX.r2.1HG0010680.1,AT1G55420,Cysteine/Histidine-rich C1 domain family protein
HORVU.MOREX.r2.1HG0010720.1,AT4G00980,zinc knuckle (CCHC-type) family protein
HORVU.MOREX.r2.1HG0010750.1,AT1G78580,trehalose-6-phosphate synthase
HORVU.MOREX.r2.1HG0010770.1,AT1G34580,Major facilitator superfamily protein
HORVU.MOREX.r2.1HG0010810.1,AT3G08947,ARM repeat superfamily protein
HORVU.MOREX.r2.1HG0010820.1,AT3G08943,ARM repeat superfamily protein
HORVU.MOREX.r2.1HG0010830.1,AT5G53480,ARM repeat superfamily protein
HORVU.MOREX.r2.1HG0010840.1,AT2G24430,NAC domain containing protein 38
HORVU.MOREX.r2.1HG0010850.1,AT4G03020,transducin family protein / WD-40 repeat family protein
HORVU.MOREX.r2.1HG0010880.1,AT1G10390,Nucleoporin autopeptidase
HORVU.MOREX.r2.1HG0010890.1,AT1G09195,Ppx-GppA phosphatase
HORVU.MOREX.r2.1HG0010920.1,AT4G23160,cysteine-rich RECEPTOR-like kinase
HORVU.MOREX.r2.1HG0010930.1,AT1G77300,histone-lysine N-methyltransferase
HORVU.MOREX.r2.1HG0010940.1,AT4G20520,RNA binding / RNA-directed DNA polymerase
HORVU.MOREX.r2.1HG0010950.1,AT3G08943,ARM repeat superfamily protein
HORVU.MOREX.r2.1HG0010970.1,AT5G60410,"DNA-binding protein with MIZ/SP-RING zinc finger, PHD-finger and SAP domain-containing protein"
HORVU.MOREX.r2.1HG0010980.1,AT5G03110,protamine P1 family protein
HORVU.MOREX.r2.1HG0010990.1,AT5G27420,carbon/nitrogen insensitive 1
HORVU.MOREX.r2.1HG0011020.1,AT5G06530,ABC-2 type transporter family protein
HORVU.MOREX.r2.1HG0011040.1,AT3G53380,Concanavalin A-like lectin protein kinase family protein
HORVU.MOREX.r2.1HG0011080.1,AT3G06440,Galactosyltransferase family protein
HORVU.MOREX.r2.1HG0011090.1,AT1G48030,mitochondrial lipoamide dehydrogenase 1
HORVU.MOREX.r2.1HG0011100.1,AT1G11475,RNA polymerases N / 8 kDa subunit
HORVU.MOREX.r2.1HG0011120.1,AT1G12300,Tetratricopeptide repeat (TPR)-like superfamily protein
HORVU.MOREX.r2.1HG0011130.1,AT3G04220,Disease resistance protein (TIR-NBS-LRR class) family
HORVU.MOREX.r2.1HG0011150.1,AT3G45300,isovaleryl-CoA-dehydrogenase
HORVU.MOREX.r2.1HG0011160.1,AT3G14920,Peptide-N4-(N-acetyl-beta-glucosaminyl)asparagine amidase A protein
HORVU.MOREX.r2.1HG0011180.1,AT3G10420,P-loop containing nucleoside triphosphate hydrolases superfamily protein
HORVU.MOREX.r2.1HG0011190.1,AT5G16010,3-oxo-5-alpha-steroid 4-dehydrogenase family protein
HORVU.MOREX.r2.1HG0011200.1,AT5G16910,cellulose-synthase like D2
HORVU.MOREX.r2.1HG0011220.1,AT3G11964,RIBOSOMAL RNA PROCESSING 5
HORVU.MOREX.r2.1HG0011230.1,AT1G62670,rna processing factor 2
HORVU.MOREX.r2.1HG0011240.1,AT1G62670,rna processing factor 2
HORVU.MOREX.r2.1HG0011250.1,AT1G63130,Tetratricopeptide repeat (TPR)-like superfamily protein
HORVU.MOREX.r2.1HG0011260.1,AT3G12090,tetraspanin6
HORVU.MOREX.r2.1HG0011270.1,AT3G51010,protein translocase subunit
HORVU.MOREX.r2.1HG0011280.1,AT2G15020,hypothetical protein
HORVU.MOREX.r2.1HG0011290.1,AT4G17900,PLATZ transcription factor family protein
HORVU.MOREX.r2.1HG0011320.1,AT3G52250,Duplicated homeodomain-like superfamily protein
HORVU.MOREX.r2.1HG0011340.1,AT1G10850,Leucine-rich repeat protein kinase family protein
HORVU.MOREX.r2.1HG0011350.1,AT4G08330,hypothetical protein
HORVU.MOREX.r2.1HG0011360.1,AT4G08330,hypothetical protein
HORVU.MOREX.r2.1HG0011410.1,AT3G24255,RNA-directed DNA polymerase (reverse transcriptase)-related family protein
HORVU.MOREX.r2.1HG0011420.1,AT1G43760,DNAse I-like superfamily protein
HORVU.MOREX.r2.1HG0011430.1,,
HORVU.MOREX.r2.1HG0011440.1,AT5G67120,RING/U-box superfamily protein
HORVU.MOREX.r2.1HG0011520.1,AT5G19920,Transducin/WD40 repeat-like superfamily protein
HORVU.MOREX.r2.1HG0011530.1,AT4G36140,disease resistance protein (TIR-NBS-LRR class)
HORVU.MOREX.r2.1HG0011540.1,AT5G23430,Transducin/WD40 repeat-like superfamily protein
HORVU.MOREX.r2.1HG0011550.1,AT1G66730,DNA LIGASE 6
HORVU.MOREX.r2.1HG0011560.1,AT3G08510,phospholipase C 2
HORVU.MOREX.r2.1HG0011570.1,AT3G47990,SUGAR-INSENSITIVE 3
HORVU.MOREX.r2.1HG0011580.1,AT3G08510,phospholipase C 2
HORVU.MOREX.r2.1HG0011610.1,AT5G52210,GTP-binding protein 1
HORVU.MOREX.r2.1HG0011640.1,AT1G79280,nuclear pore anchor
HORVU.MOREX.r2.1HG0011660.1,AT1G31850,S-adenosyl-L-methionine-dependent methyltransferases superfamily protein
HORVU.MOREX.r2.1HG0011680.1,AT5G58630,hypothetical protein
HORVU.MOREX.r2.1HG0011690.1,AT5G58620,zinc finger (CCCH-type) family protein
HORVU.MOREX.r2.1HG0011700.1,AT4G39660,alanine:glyoxylate aminotransferase 2
HORVU.MOREX.r2.1HG0011720.1,AT5G48240,Rrp15p protein
HORVU.MOREX.r2.1HG0011730.1,AT5G23020,2-isopropylmalate synthase 2
HORVU.MOREX.r2.1HG0011850.1,AT1G50732,transmembrane protein
HORVU.MOREX.r2.1HG0011860.1,AT3G30247,ECA1 gametogenesis family protein (DUF784)
HORVU.MOREX.r2.1HG0011870.1,AT5G01380,Homeodomain-like superfamily protein
HORVU.MOREX.r2.1HG0011900.1,AT3G11180,2-oxoglutarate (2OG) and Fe(II)-dependent oxygenase superfamily protein
HORVU.MOREX.r2.1HG0011910.1,AT5G01390,DNAJ heat shock family protein
HORVU.MOREX.r2.1HG0011920.1,AT5G01390,DNAJ heat shock family protein
HORVU.MOREX.r2.1HG0011970.1,AT1G43760,DNAse I-like superfamily protein
HORVU.MOREX.r2.1HG0011980.1,AT5G17410,Spc97 / Spc98 family of spindle pole body (SBP) component
HORVU.MOREX.r2.1HG0011990.1,AT2G02650,Ribonuclease H-like superfamily protein
HORVU.MOREX.r2.1HG0012040.1,AT4G08630,fas-binding factor-like protein
HORVU.MOREX.r2.1HG0012070.1,AT4G08850,Leucine-rich repeat receptor-like protein kinase family protein
HORVU.MOREX.r2.1HG0012100.1,AT3G55950,CRINKLY4 related 3
HORVU.MOREX.r2.1HG0012110.1,AT4G37790,Homeobox-leucine zipper protein family
HORVU.MOREX.r2.1HG0012120.1,AT5G60720,"electron transporter, putative (Protein of unknown function, DUF547)"
HORVU.MOREX.r2.1HG0012130.1,AT1G19880,Regulator of chromosome condensation (RCC1) family protein
HORVU.MOREX.r2.1HG0012240.1,AT3G56690,Cam interacting protein 111
HORVU.MOREX.r2.1HG0012280.1,AT4G17270,Mo25 family protein
HORVU.MOREX.r2.1HG0012290.1,AT3G55450,PBS1-like 1
HORVU.MOREX.r2.1HG0012330.1,AT1G21270,wall-associated kinase 2
HORVU.MOREX.r2.1HG0012360.1,AT1G16280,RNA helicase 36
HORVU.MOREX.r2.1HG0012370.1,AT3G20720,amino-terminal region of chorein
HORVU.MOREX.r2.1HG0012380.1,AT4G02180,DC1 domain-containing protein
HORVU.MOREX.r2.1HG0012390.1,AT5G20090,Uncharacterized protein family (UPF0041)
HORVU.MOREX.r2.1HG0012420.1,AT5G14580,polyribonucleotide nucleotidyltransferase
HORVU.MOREX.r2.1HG0012440.1,AT4G11420,eukaryotic translation initiation factor 3A
HORVU.MOREX.r2.1HG0012450.1,AT1G06820,carotenoid isomerase
HORVU.MOREX.r2.1HG0012470.1,AT2G46800,zinc transporter
HORVU.MOREX.r2.1HG0012480.1,AT1G24090,RNase H family protein
HORVU.MOREX.r2.1HG0012490.1,AT4G23570,phosphatase-like protein
HORVU.MOREX.r2.1HG0012500.1,AT4G23100,glutamate-cysteine ligase
HORVU.MOREX.r2.1HG0012520.1,AT1G80600,HOPW1-1-interacting 1
HORVU.MOREX.r2.1HG0012570.1,AT2G39760,BTB/POZ/MATH-domains containing protein
HORVU.MOREX.r2.1HG0012580.1,AT3G62420,basic region/leucine zipper motif 53
HORVU.MOREX.r2.1HG0012650.1,AT1G56440,Tetratricopeptide repeat (TPR)-like superfamily protein
HORVU.MOREX.r2.1HG0012660.1,AT1G09060,JmjC domain protein JMJ24
HORVU.MOREX.r2.1HG0012670.1,AT5G10100,Haloacid dehalogenase-like hydrolase (HAD) superfamily protein
HORVU.MOREX.r2.1HG0012680.1,AT1G70520,cysteine-rich RLK (RECEPTOR-like protein kinase) 2
HORVU.MOREX.r2.1HG0012710.1,AT4G08850,Leucine-rich repeat receptor-like protein kinase family protein
HORVU.MOREX.r2.1HG0012730.1,AT5G62230,ERECTA-like 1
HORVU.MOREX.r2.1HG0012760.1,AT4G01995,beta-carotene isomerase D27
HORVU.MOREX.r2.1HG0012780.1,AT3G13980,SKI/DACH domain protein
HORVU.MOREX.r2.1HG0012810.1,AT1G75560,zinc knuckle (CCHC-type) family protein
HORVU.MOREX.r2.1HG0012830.1,AT3G24255,RNA-directed DNA polymerase (reverse transcriptase)-related family protein
HORVU.MOREX.r2.1HG0012850.1,AT5G49030,"tRNA synthetase class I (I, L, M and V) family protein"
HORVU.MOREX.r2.1HG0012860.1,AT1G12840,vacuolar ATP synthase subunit C (VATC) / V-ATPase C subunit / vacuolar proton pump C subunit (DET3)
HORVU.MOREX.r2.1HG0012890.1,AT1G67410,Exostosin family protein
HORVU.MOREX.r2.1HG0012900.1,AT3G09850,D111/G-patch domain-containing protein
HORVU.MOREX.r2.1HG0012910.1,AT4G30990,ARM repeat superfamily protein
HORVU.MOREX.r2.1HG0012920.1,AT1G02380,transmembrane protein
HORVU.MOREX.r2.1HG0012930.1,AT3G48810,Pentatricopeptide repeat (PPR) superfamily protein
HORVU.MOREX.r2.1HG0012940.1,AT3G26830,Cytochrome P450 superfamily protein
HORVU.MOREX.r2.1HG0012950.1,AT2G47240,AMP-dependent synthetase and ligase family protein
HORVU.MOREX.r2.1HG0012960.1,AT1G72310,RING/U-box superfamily protein
HORVU.MOREX.r2.1HG0012970.1,AT1G09320,agenet domain-containing protein
HORVU.MOREX.r2.1HG0012980.1,AT1G13570,F-box/RNI-like superfamily protein
HORVU.MOREX.r2.1HG0012990.1,AT1G80470,F-box/RNI-like/FBD-like domains-containing protein
HORVU.MOREX.r2.1HG0013020.1,,
HORVU.MOREX.r2.1HG0013040.1,AT2G25050,actin-binding FH2 (formin 2) family protein
HORVU.MOREX.r2.1HG0013080.1,AT5G46110,Glucose-6-phosphate/phosphate translocator-like protein
HORVU.MOREX.r2.1HG0013090.1,AT3G03810,O-fucosyltransferase family protein
HORVU.MOREX.r2.1HG0013100.1,AT5G16010,3-oxo-5-alpha-steroid 4-dehydrogenase family protein
HORVU.MOREX.r2.1HG0013150.1,AT5G49620,myb domain protein 78
HORVU.MOREX.r2.1HG0013160.1,AT4G01900,nitrogen regulatory P-II-like protein
HORVU.MOREX.r2.1HG0013170.1,AT5G08710,Regulator of chromosome condensation (RCC1) family protein
HORVU.MOREX.r2.1HG0013190.1,AT3G05840,Protein kinase superfamily protein
HORVU.MOREX.r2.1HG0013200.1,AT5G24280,gamma-irradiation and mitomycin c induced 1
HORVU.MOREX.r2.1HG0013210.1,AT1G03670,ankyrin repeat family protein
HORVU.MOREX.r2.1HG0013230.1,AT5G45540,"transmembrane protein, putative (DUF594)"
HORVU.MOREX.r2.1HG0013280.1,AT4G23160,cysteine-rich RECEPTOR-like kinase
HORVU.MOREX.r2.1HG0013290.1,AT4G23160,cysteine-rich RECEPTOR-like kinase
HORVU.MOREX.r2.1HG0013300.1,ATMG00710,"Polynucleotidyl transferase, ribonuclease H-like superfamily protein"
HORVU.MOREX.r2.1HG0013310.1,AT3G62260,Protein phosphatase 2C family protein
HORVU.MOREX.r2.1HG0013320.1,AT5G26760,RNA polymerase II subunit B1 CTD phosphatase RPAP2-like protein
HORVU.MOREX.r2.1HG0013340.1,AT3G26420,RNA-binding (RRM/RBD/RNP motifs) family protein with retrovirus zinc finger-like domain-containing protein
HORVU.MOREX.r2.1HG0013350.1,ATMG00710,"Polynucleotidyl transferase, ribonuclease H-like superfamily protein"
HORVU.MOREX.r2.1HG0013360.1,AT4G23160,cysteine-rich RECEPTOR-like kinase
HORVU.MOREX.r2.1HG0013370.1,AT4G33420,Peroxidase superfamily protein
HORVU.MOREX.r2.1HG0013410.1,AT2G33570,glycosyltransferase family protein (DUF23)
HORVU.MOREX.r2.1HG0013430.1,AT2G18150,Peroxidase superfamily protein
HORVU.MOREX.r2.1HG0013440.1,AT3G55140,Pectin lyase-like superfamily protein
HORVU.MOREX.r2.1HG0013470.1,AT1G05260,Peroxidase superfamily protein
HORVU.MOREX.r2.1HG0013490.1,AT1G05260,Peroxidase superfamily protein
HORVU.MOREX.r2.1HG0013500.1,AT2G43235,phosphoribosylformylglycinamidine synthase
HORVU.MOREX.r2.1HG0013510.1,AT1G05260,Peroxidase superfamily protein
HORVU.MOREX.r2.1HG0013540.1,AT5G62000,auxin response factor 2
HORVU.MOREX.r2.1HG0013600.1,AT1G21070,Nucleotide-sugar transporter family protein
HORVU.MOREX.r2.1HG0013640.1,AT5G51890,Peroxidase superfamily protein
HORVU.MOREX.r2.1HG0013700.1,AT1G49770,basic helix-loop-helix (bHLH) DNA-binding superfamily protein
HORVU.MOREX.r2.1HG0013750.1,AT3G62760,Glutathione S-transferase family protein
HORVU.MOREX.r2.1HG0013760.1,AT5G48040,Ubiquitin carboxyl-terminal hydrolase family protein
HORVU.MOREX.r2.1HG0013780.1,AT2G47060,Protein kinase superfamily protein
HORVU.MOREX.r2.1HG0013790.1,AT5G26770,"myosin heavy chain, cardiac protein"
HORVU.MOREX.r2.1HG0013800.1,AT3G62020,germin-like protein 10
HORVU.MOREX.r2.1HG0013870.1,AT1G09520,hypothetical protein
HORVU.MOREX.r2.1HG0013880.1,AT4G13970,zinc ion binding protein
HORVU.MOREX.r2.1HG0013890.1,AT2G47020,Peptide chain release factor 1
HORVU.MOREX.r2.1HG0013930.1,AT3G17510,CBL-interacting protein kinase 1
HORVU.MOREX.r2.1HG0013960.1,AT3G17510,CBL-interacting protein kinase 1
HORVU.MOREX.r2.1HG0014010.1,AT3G62160,HXXXD-type acyl-transferase family protein
HORVU.MOREX.r2.1HG0014050.1,AT3G28030,5'-3' exonuclease family protein
HORVU.MOREX.r2.1HG0014060.1,AT2G47000,ATP binding cassette subfamily B4
HORVU.MOREX.r2.1HG0014080.1,AT1G48300,diacylglycerol acyltransferase
HORVU.MOREX.r2.1HG0014110.1,AT4G19950,polyadenylate-binding protein 1-B-binding protein
HORVU.MOREX.r2.1HG0014120.1,AT1G11910,aspartic proteinase A1
HORVU.MOREX.r2.1HG0014140.1,AT1G48320,Thioesterase superfamily protein
HORVU.MOREX.r2.1HG0014170.1,AT3G60740,ARM repeat superfamily protein
HORVU.MOREX.r2.1HG0014180.1,AT1G48330,SsrA-binding protein
HORVU.MOREX.r2.1HG0014190.1,AT4G01700,Chitinase family protein
HORVU.MOREX.r2.1HG0014200.1,AT3G05880,Low temperature and salt responsive protein family
HORVU.MOREX.r2.1HG0014210.1,AT3G17590,"transcription regulatory protein SNF5, putative (BSH)"
HORVU.MOREX.r2.1HG0014220.1,AT1G53280,Class I glutamine amidotransferase-like superfamily protein
HORVU.MOREX.r2.1HG0014230.1,AT1G53310,phosphoenolpyruvate carboxylase 1
HORVU.MOREX.r2.1HG0014240.1,AT3G18600,P-loop containing nucleoside triphosphate hydrolases superfamily protein
HORVU.MOREX.r2.1HG0014250.1,AT4G10020,hydroxysteroid dehydrogenase 5
HORVU.MOREX.r2.1HG0014270.1,AT5G47430,"DWNN domain, a CCHC-type zinc finger"
HORVU.MOREX.r2.1HG0014280.1,AT3G62100,indole-3-acetic acid inducible 30
HORVU.MOREX.r2.1HG0014310.1,AT1G07660,Histone superfamily protein
HORVU.MOREX.r2.1HG0014320.1,AT5G35695,nuclease HARBI1-like protein
HORVU.MOREX.r2.1HG0014340.1,AT1G09200,Histone superfamily protein
HORVU.MOREX.r2.1HG0014350.1,ATCG00820,ribosomal protein S19
HORVU.MOREX.r2.1HG0014420.1,AT1G09530,phytochrome interacting factor 3
HORVU.MOREX.r2.1HG0014460.1,AT1G26710,transmembrane protein
HORVU.MOREX.r2.1HG0014470.1,AT1G09540,myb domain protein 61
HORVU.MOREX.r2.1HG0014490.1,AT3G62070,hypothetical protein
HORVU.MOREX.r2.1HG0014510.1,AT2G21450,chromatin remodeling 34
HORVU.MOREX.r2.1HG0014520.1,AT2G16090,RING/U-box superfamily protein
